"url","Name","Name_link","URLs","URLs_link"
"https://www.city-data.com/city/Nebraska.html","Wilcox, NE","","Wilcox, NE",""
"https://www.city-data.com/city/Nebraska.html","Winnebago, NE","","Winnebago, NE",""
"https://www.city-data.com/city/Nebraska.html","Winside","","Winside",""
"https://www.city-data.com/city/Nebraska.html","Wisner, NE","","Wisner, NE",""
"https://www.city-data.com/city/Nebraska.html","Wolbach","","Wolbach",""
"https://www.city-data.com/city/Nebraska.html","Wood River, NE","","Wood River, NE",""
"https://www.city-data.com/city/Nebraska.html","Woodland Hills, NE","","Woodland Hills, NE",""
"https://www.city-data.com/city/Nebraska.html","Woodland Park, NE","","Woodland Park, NE",""
"https://www.city-data.com/city/Nebraska.html","Wymore","","Wymore",""
"https://www.city-data.com/city/Nebraska.html","Yankee Hill, NE","","Yankee Hill, NE",""
"https://www.city-data.com/city/Nebraska.html","York, NE","","York, NE","https://www.city-data.com/city/York-Nebraska.html"
"https://www.city-data.com/city/Nebraska.html","Yutan","","Yutan",""
