"url","Name","URL","URL_link"
"https://www.city-data.com/city/Arkansas.html","Redfield, AR","Redfield, AR",""
"https://www.city-data.com/city/Arkansas.html","Reyno","Reyno",""
"https://www.city-data.com/city/Arkansas.html","Rison","Rison",""
"https://www.city-data.com/city/Arkansas.html","Rockport, AR","Rockport, AR",""
"https://www.city-data.com/city/Arkansas.html","Rockwell, AR","Rockwell, AR",""
"https://www.city-data.com/city/Arkansas.html","Rogers, AR","Rogers, AR","https://www.city-data.com/city/Rogers-Arkansas.html"
"https://www.city-data.com/city/Arkansas.html","Roland, AR","Roland, AR",""
"https://www.city-data.com/city/Arkansas.html","Rose Bud","Rose Bud",""
"https://www.city-data.com/city/Arkansas.html","Rosston, AR","Rosston, AR",""
"https://www.city-data.com/city/Arkansas.html","Russellville, AR","Russellville, AR","https://www.city-data.com/city/Russellville-Arkansas.html"
"https://www.city-data.com/city/Arkansas.html","Russell, AR","Russell, AR",""
"https://www.city-data.com/city/Arkansas.html","Salem, AR","Salem, AR",""
"https://www.city-data.com/city/Arkansas.html","Salesville, AR","Salesville, AR",""
"https://www.city-data.com/city/Arkansas.html","Scranton, AR","Scranton, AR",""
"https://www.city-data.com/city/Arkansas.html","Searcy","Searcy","https://www.city-data.com/city/Searcy-Arkansas.html"
"https://www.city-data.com/city/Arkansas.html","Shannon Hills","Shannon Hills",""
"https://www.city-data.com/city/Arkansas.html","Sheridan, AR","Sheridan, AR",""
"https://www.city-data.com/city/Arkansas.html","Sherwood, AR","Sherwood, AR","https://www.city-data.com/city/Sherwood-Arkansas.html"
"https://www.city-data.com/city/Arkansas.html","Shirley, AR","Shirley, AR",""
"https://www.city-data.com/city/Arkansas.html","Siloam Springs","Siloam Springs","https://www.city-data.com/city/Siloam-Springs-Arkansas.html"
"https://www.city-data.com/city/Arkansas.html","Smackover","Smackover",""
"https://www.city-data.com/city/Arkansas.html","Sparkman","Sparkman",""
"https://www.city-data.com/city/Arkansas.html","Springdale, AR","Springdale, AR","https://www.city-data.com/city/Springdale-Arkansas.html"
"https://www.city-data.com/city/Arkansas.html","St. Charles, AR","St. Charles, AR",""
"https://www.city-data.com/city/Arkansas.html","St. Francis, AR","St. Francis, AR",""
"https://www.city-data.com/city/Arkansas.html","Stamps","Stamps",""
"https://www.city-data.com/city/Arkansas.html","Star City, AR","Star City, AR",""
"https://www.city-data.com/city/Arkansas.html","Stephens","Stephens",""
"https://www.city-data.com/city/Arkansas.html","Strawberry, AR","Strawberry, AR",""
"https://www.city-data.com/city/Arkansas.html","Strong, AR","Strong, AR",""
"https://www.city-data.com/city/Arkansas.html","Stuttgart","Stuttgart","https://www.city-data.com/city/Stuttgart-Arkansas.html"
"https://www.city-data.com/city/Arkansas.html","Subiaco","Subiaco",""
"https://www.city-data.com/city/Arkansas.html","Sulphur Rock","Sulphur Rock",""
"https://www.city-data.com/city/Arkansas.html","Sulphur Springs, AR","Sulphur Springs, AR",""
"https://www.city-data.com/city/Arkansas.html","Summit, AR","Summit, AR",""
"https://www.city-data.com/city/Arkansas.html","Sweet Home, AR","Sweet Home, AR",""
"https://www.city-data.com/city/Arkansas.html","Swifton","Swifton",""
"https://www.city-data.com/city/Arkansas.html","Taylor, AR","Taylor, AR",""
"https://www.city-data.com/city/Arkansas.html","Texarkana, AR","Texarkana, AR","https://www.city-data.com/city/Texarkana-Arkansas.html"
"https://www.city-data.com/city/Arkansas.html","Thornton, AR","Thornton, AR",""
"https://www.city-data.com/city/Arkansas.html","Tillar","Tillar",""
"https://www.city-data.com/city/Arkansas.html","Tollette","Tollette",""
"https://www.city-data.com/city/Arkansas.html","Tontitown","Tontitown",""
"https://www.city-data.com/city/Arkansas.html","Traskwood","Traskwood",""
"https://www.city-data.com/city/Arkansas.html","Trumann","Trumann","https://www.city-data.com/city/Trumann-Arkansas.html"
"https://www.city-data.com/city/Arkansas.html","Tuckerman","Tuckerman",""
"https://www.city-data.com/city/Arkansas.html","Tull","Tull",""
"https://www.city-data.com/city/Arkansas.html","Tumbling Shoals","Tumbling Shoals",""
"https://www.city-data.com/city/Arkansas.html","Turrell","Turrell",""
"https://www.city-data.com/city/Arkansas.html","Twin Groves","Twin Groves",""
"https://www.city-data.com/city/Arkansas.html","Tyronza","Tyronza",""
"https://www.city-data.com/city/Arkansas.html","Van Buren, AR","Van Buren, AR","https://www.city-data.com/city/Van-Buren-Arkansas.html"
"https://www.city-data.com/city/Arkansas.html","Vilonia","Vilonia",""
"https://www.city-data.com/city/Arkansas.html","Viola, AR","Viola, AR",""
"https://www.city-data.com/city/Arkansas.html","Wabbaseka","Wabbaseka",""
"https://www.city-data.com/city/Arkansas.html","Waldo, AR","Waldo, AR",""
"https://www.city-data.com/city/Arkansas.html","Waldron, AR","Waldron, AR",""
"https://www.city-data.com/city/Arkansas.html","Walnut Ridge","Walnut Ridge",""
"https://www.city-data.com/city/Arkansas.html","Ward, AR","Ward, AR",""
"https://www.city-data.com/city/Arkansas.html","Warren, AR","Warren, AR",""
"https://www.city-data.com/city/Arkansas.html","Weiner","Weiner",""
"https://www.city-data.com/city/Arkansas.html","West Crossett","West Crossett",""
"https://www.city-data.com/city/Arkansas.html","West Fork","West Fork",""
"https://www.city-data.com/city/Arkansas.html","West Helena","West Helena","https://www.city-data.com/city/West-Helena-Arkansas.html"
"https://www.city-data.com/city/Arkansas.html","West Memphis","West Memphis","https://www.city-data.com/city/West-Memphis-Arkansas.html"
"https://www.city-data.com/city/Arkansas.html","Western Grove","Western Grove",""
"https://www.city-data.com/city/Arkansas.html","Wheatley","Wheatley",""
"https://www.city-data.com/city/Arkansas.html","White Hall, AR","White Hall, AR",""
"https://www.city-data.com/city/Arkansas.html","Wickes","Wickes",""
"https://www.city-data.com/city/Arkansas.html","Widener","Widener",""
"https://www.city-data.com/city/Arkansas.html","Wilmar","Wilmar",""
"https://www.city-data.com/city/Arkansas.html","Wilmot, AR","Wilmot, AR",""
"https://www.city-data.com/city/Arkansas.html","Wilson, AR","Wilson, AR",""
"https://www.city-data.com/city/Arkansas.html","Wilton, AR","Wilton, AR",""
"https://www.city-data.com/city/Arkansas.html","Winslow, AR","Winslow, AR",""
"https://www.city-data.com/city/Arkansas.html","Woodlawn, AR","Woodlawn, AR",""
"https://www.city-data.com/city/Arkansas.html","Woodson, AR","Woodson, AR",""
"https://www.city-data.com/city/Arkansas.html","Wooster, AR","Wooster, AR",""
"https://www.city-data.com/city/Arkansas.html","Wrightsville, AR","Wrightsville, AR",""
"https://www.city-data.com/city/Arkansas.html","Wynne","Wynne","https://www.city-data.com/city/Wynne-Arkansas.html"
"https://www.city-data.com/city/Arkansas.html","Yarborough Landing","Yarborough Landing",""
"https://www.city-data.com/city/Arkansas.html","Yellville","Yellville",""
